,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,GlobalSales,Global_Sales,player_demographic
2293,2327,Call of Juarez: Bound in Blood,PS3,2009-01-01,Shooter,Ubisoft,0.35,0.38,0.01,0.16,0.89,0.0106370119666384,Hardcore
2294,2328,Killzone: Liberation,PSP,2006-01-01,Shooter,Sony Computer Entertainment,0.44,0.28,0.0,0.18,0.89,0.0106370119666384,Hardcore
2295,2329,Madden NFL 08,Wii,2007-01-01,Sports,Electronic Arts,0.82,0.01,0.0,0.07,0.89,0.0106370119666384,General
2296,2330,Blitz: The League,PS2,2005-01-01,Sports,Unknown,0.74,0.03,0.0,0.12,0.89,0.0106370119666384,General
2297,2331,LEGO Jurassic World,PS4,2015-01-01,Action,Warner Bros. Interactive Entertainment,0.32,0.42,0.01,0.14,0.89,0.0106370119666384,Hardcore
2298,2332,Castlevania: Circle of the Moon,GBA,2001-01-01,Platform,Konami Digital Entertainment,0.6,0.22,0.05,0.02,0.89,0.0106370119666384,General
2299,2333,Sonic Chronicles: The Dark Brotherhood,DS,2008-01-01,Role-Playing,Sega,0.51,0.29,0.01,0.09,0.89,0.0106370119666384,General
2300,2334,Tiger Woods PGA Tour 06,PS2,2005-01-01,Sports,Electronic Arts,0.74,0.03,0.0,0.12,0.89,0.0106370119666384,General
2301,2335,Classic NES Series: The Legend of Zelda,GBA,2004-01-01,Adventure,Nintendo,0.46,0.17,0.24,0.02,0.89,0.0106370119666384,Casual
2302,2336,The Jak and Daxter Collection,PS3,2012-01-01,Platform,Sony Computer Entertainment,0.6,0.19,0.0,0.1,0.89,0.0106370119666384,General
2303,2337,Fire Emblem: The Sacred Stones,GBA,2004-01-01,Strategy,Nintendo,0.42,0.16,0.3,0.02,0.89,0.0106370119666384,General
2304,2338,Pokemon Card GB2: Here Comes Team GR!,GB,2001-01-01,Strategy,Nintendo,0.0,0.0,0.89,0.0,0.89,0.0106370119666384,General
2305,2339,Finding Nemo,GC,2003-01-01,Action,THQ,0.69,0.18,0.0,0.02,0.89,0.0106370119666384,Hardcore
2306,2340,CSI: Hard Evidence,Wii,2008-01-01,Adventure,Ubisoft,0.36,0.43,0.0,0.1,0.89,0.0106370119666384,Casual
2307,2341,Ace Combat 2,PS,1997-01-01,Simulation,Sony Computer Entertainment,0.16,0.11,0.56,0.06,0.89,0.0106370119666384,General
2308,2342,F1 2009,Wii,2009-01-01,Racing,Codemasters,0.15,0.63,0.0,0.11,0.89,0.0106370119666384,All Ages
2309,2343,NFL 2K2,PS2,2001-01-01,Sports,Sega,0.44,0.34,0.0,0.11,0.89,0.0106370119666384,General
2310,2344,EA Sports UFC 2,PS4,2016-01-01,Sports,Electronic Arts,0.28,0.47,0.0,0.14,0.89,0.0106370119666384,General
2311,2345,Dissidia 012: Duodecim Final Fantasy,PSP,2011-01-01,Fighting,Square Enix,0.21,0.13,0.46,0.08,0.89,0.0106370119666384,General
2312,2346,LEGO Marvel Super Heroes,3DS,2013-01-01,Action,Warner Bros. Interactive Entertainment,0.42,0.36,0.04,0.07,0.89,0.0106370119666384,Hardcore
2313,2347,F1 2010,X360,2010-01-01,Racing,Codemasters,0.18,0.59,0.01,0.1,0.89,0.0106370119666384,All Ages
2314,2348,Monster 4X4: World Circuit,Wii,2006-01-01,Racing,Ubisoft,0.81,0.0,0.01,0.07,0.89,0.0106370119666384,All Ages
2315,2349,Call of Duty: Modern Warfare 2,PC,2009-01-01,Shooter,Activision,0.01,0.79,0.0,0.09,0.89,0.0106370119666384,Hardcore
2316,2350,Wii Fit U,WiiU,2013-01-01,Sports,Nintendo,0.39,0.24,0.21,0.06,0.89,0.0106370119666384,General
2317,2351,Kingdoms of Amalur: Reckoning,X360,2012-01-01,Role-Playing,Electronic Arts,0.55,0.25,0.01,0.07,0.89,0.0106370119666384,General
2318,2352,Call of Duty: Modern Warfare 3,Wii,2011-01-01,Shooter,Activision,0.6,0.21,0.0,0.08,0.89,0.0106370119666384,Hardcore
2319,2353,MLB 2001,PS,2000-01-01,Sports,Sony Computer Entertainment,0.49,0.34,0.0,0.06,0.89,0.0106370119666384,General
2320,2354,SingStar Anthems,PS2,2006-01-01,Misc,Sony Computer Entertainment,0.0,0.68,0.0,0.2,0.89,0.0106370119666384,General
2321,2355,Seiken Densetsu 3,SNES,1995-01-01,Role-Playing,SquareSoft,0.0,0.0,0.89,0.0,0.89,0.0106370119666384,General
2322,2356,Mega Man 8 Anniversary Collector's Edition,PS,1996-01-01,Platform,Capcom,0.44,0.3,0.09,0.06,0.88,0.0105161368306539,General
2323,2357,WWE SmackDown vs. Raw 2011,X360,2010-01-01,Fighting,THQ,0.44,0.36,0.0,0.08,0.88,0.0105161368306539,General
2324,2358,Sleeping Dogs,X360,2012-01-01,Action,Square Enix,0.38,0.41,0.01,0.08,0.88,0.0105161368306539,Hardcore
2325,2359,Grand Theft Auto IV,PC,2008-01-01,Action,Take-Two Interactive,0.01,0.79,0.0,0.08,0.88,0.0105161368306539,Hardcore
2326,2360,Peppa Pig: The Game,DS,2008-01-01,Misc,Pinnacle,0.0,0.82,0.0,0.06,0.88,0.0105161368306539,General
2327,2361,Michael Jackson: The Experience,X360,2011-01-01,Misc,Ubisoft,0.62,0.2,0.0,0.07,0.88,0.0105161368306539,General
2328,2362,Ghostbusters: The Video Game,Wii,2009-01-01,Action,Atari,0.6,0.21,0.0,0.08,0.88,0.0105161368306539,Hardcore
2329,2363,Rock Band 3,X360,2010-01-01,Misc,MTV Games,0.73,0.1,0.0,0.06,0.88,0.0105161368306539,General
2330,2364,Resident Evil: Revelations,3DS,2012-01-01,Action,Capcom,0.3,0.22,0.3,0.05,0.88,0.0105161368306539,Hardcore
2331,2365,NBA 2K6,PS2,2005-01-01,Action,Take-Two Interactive,0.43,0.34,0.0,0.11,0.88,0.0105161368306539,Hardcore
2332,2366,Buzz! The Mega Quiz,PS2,2007-01-01,Misc,Sony Computer Entertainment,0.32,0.06,0.0,0.5,0.88,0.0105161368306539,General
2333,2367,Endless Ocean: Blue World,Wii,2009-01-01,Simulation,Nintendo,0.47,0.22,0.12,0.07,0.88,0.0105161368306539,General
2334,2368,Star Wars: Rebel Assault II - The Hidden Empire,PS,1996-01-01,Shooter,CTO SpA,0.49,0.33,0.0,0.06,0.88,0.0105161368306539,Hardcore
2335,2369,Just Cause 3,XOne,2015-01-01,Action,Square Enix,0.42,0.38,0.0,0.07,0.88,0.0105161368306539,Hardcore
2336,2370,Metal Gear Ac!d,PSP,2004-01-01,Strategy,Konami Digital Entertainment,0.32,0.26,0.12,0.17,0.88,0.0105161368306539,General
2337,2371,Cooking Mama: World Kitchen,Wii,2008-01-01,Simulation,505 Games,0.51,0.28,0.01,0.08,0.88,0.0105161368306539,General
2338,2372,Tekken Tag Tournament 2,PS3,2012-01-01,Fighting,Namco Bandai Games,0.28,0.33,0.13,0.14,0.88,0.0105161368306539,General
2339,2373,ESPN NHL 2K5,PS2,2004-01-01,Sports,Global Star,0.43,0.33,0.0,0.11,0.88,0.0105161368306539,General
2340,2374,GRID,X360,2008-01-01,Racing,Codemasters,0.33,0.44,0.01,0.09,0.88,0.0105161368306539,All Ages
2341,2375,Phantasy Star Portable 2,PSP,2009-01-01,Role-Playing,Sega,0.08,0.11,0.62,0.06,0.88,0.0105161368306539,General
2342,2376,Crimson Skies: High Road to Revenge,XB,2003-01-01,Simulation,Microsoft Game Studios,0.65,0.19,0.0,0.03,0.87,0.0103952616946694,General
2343,2377,Spec Ops: Ranger Elite,PS,2001-01-01,Shooter,TalonSoft,0.49,0.33,0.0,0.06,0.87,0.0103952616946694,Hardcore
2344,2378,Gex,PS,1995-01-01,Platform,Crystal Dynamics,0.49,0.33,0.0,0.06,0.87,0.0103952616946694,General
2345,2379,NBA 2K14,XOne,2013-01-01,Sports,Take-Two Interactive,0.7,0.11,0.0,0.06,0.87,0.0103952616946694,General
2346,2380,DiRT,X360,2007-01-01,Racing,Codemasters,0.38,0.4,0.0,0.09,0.87,0.0103952616946694,All Ages
2347,2381,Derby Stallion II,SNES,1994-01-01,Sports,ASCII Entertainment,0.0,0.0,0.87,0.0,0.87,0.0103952616946694,General
2348,2382,Gold's Gym: Dance Workout,Wii,2010-01-01,Sports,Ubisoft,0.71,0.11,0.0,0.06,0.87,0.0103952616946694,General
2349,2383,Red Faction: Guerrilla,X360,2009-01-01,Shooter,THQ,0.48,0.29,0.01,0.09,0.87,0.0103952616946694,Hardcore
2350,2384,Tom Clancy's Ghost Recon: Island Thunder,XB,2003-01-01,Shooter,Ubisoft,0.61,0.24,0.0,0.03,0.87,0.0103952616946694,Hardcore
2351,2385,Mercenaries 2: World in Flames,PS3,2008-01-01,Shooter,Electronic Arts,0.29,0.4,0.02,0.16,0.87,0.0103952616946694,Hardcore
2352,2386,Need for Speed: V-Rally,PS,1997-01-01,Racing,Infogrames,0.43,0.29,0.09,0.06,0.87,0.0103952616946694,All Ages
2353,2387,Kingdom Hearts Re: Chain of Memories,PS2,2008-01-01,Role-Playing,Square Enix,0.73,0.03,0.0,0.12,0.87,0.0103952616946694,General
2354,2388,Pictionary,Wii,2010-01-01,Puzzle,THQ,0.61,0.19,0.0,0.07,0.87,0.0103952616946694,Casual
2355,2389,NCAA Football 13,PS3,2012-01-01,Action,Electronic Arts,0.82,0.0,0.0,0.06,0.87,0.0103952616946694,Hardcore
2356,2390,Kingdoms of Amalur: Reckoning,PS3,2012-01-01,Role-Playing,Electronic Arts,0.37,0.3,0.09,0.11,0.87,0.0103952616946694,General
2357,2391,NFL GameDay '97,PS,1996-01-01,Sports,Sony Computer Entertainment,0.48,0.33,0.0,0.06,0.87,0.0103952616946694,General
2358,2392,Beijing 2008,PS3,2008-01-01,Sports,Sega,0.14,0.54,0.01,0.18,0.87,0.0103952616946694,General
2359,2393,The House of the Dead: Overkill,Wii,2009-01-01,Shooter,Sega,0.46,0.31,0.02,0.09,0.87,0.0103952616946694,Hardcore
2360,2394,Tony Hawk's Project 8,PS2,2006-01-01,Sports,Activision,0.72,0.03,0.0,0.12,0.87,0.0103952616946694,General
2361,2395,Injustice: Gods Among Us,PS4,2013-01-01,Fighting,Warner Bros. Interactive Entertainment,0.46,0.29,0.0,0.12,0.87,0.0103952616946694,General
2362,2396,NHL 2000,PS,1998-01-01,Sports,Electronic Arts,0.48,0.33,0.0,0.06,0.87,0.0103952616946694,General
2363,2397,Buzz! Master Quiz,PSP,2008-01-01,Misc,Sony Computer Entertainment,0.2,0.44,0.0,0.23,0.87,0.0103952616946694,General
2364,2398,Brothers in Arms: Hell's Highway,X360,2008-01-01,Shooter,Ubisoft,0.47,0.31,0.0,0.09,0.87,0.0103952616946694,Hardcore
2365,2399,Fight Night Round 2,PS2,2005-01-01,Fighting,Electronic Arts,0.72,0.03,0.0,0.12,0.87,0.0103952616946694,General
2366,2400,Wizards of Waverly Place,DS,2009-01-01,Misc,Disney Interactive Studios,0.59,0.2,0.0,0.08,0.87,0.0103952616946694,General
2367,2401,Scooby-Doo! First Frights,DS,2009-01-01,Action,Warner Bros. Interactive Entertainment,0.63,0.17,0.0,0.07,0.87,0.0103952616946694,Hardcore
2368,2402,Conflict: Desert Storm,XB,2002-01-01,Shooter,SCi,0.48,0.37,0.0,0.02,0.87,0.0103952616946694,Hardcore
2369,2403,Triple Play 2002,PS2,2002-01-01,Sports,Electronic Arts,0.43,0.33,0.0,0.11,0.87,0.0103952616946694,General
2370,2404,Vagrant Story,PS,2000-01-01,Role-Playing,Crave Entertainment,0.3,0.2,0.3,0.06,0.87,0.0103952616946694,General
2371,2405,Lemmings,PSP,2006-01-01,Puzzle,Sony Computer Entertainment,0.12,0.52,0.0,0.23,0.87,0.0103952616946694,Casual
2372,2406,Warriors Orochi,PS2,2007-01-01,Action,Tecmo Koei,0.11,0.09,0.64,0.03,0.87,0.0103952616946694,Hardcore
2373,2407,Guitar Hero: Warriors of Rock,X360,2010-01-01,Misc,Activision,0.47,0.32,0.0,0.08,0.87,0.0103952616946694,General
2374,2408,Enduro,2600,1982-01-01,Misc,Quelle,0.81,0.05,0.0,0.01,0.87,0.0103952616946694,General
2375,2409,Tales of Xillia 2,PS3,2012-01-01,Role-Playing,Namco Bandai Games,0.2,0.15,0.45,0.07,0.87,0.0103952616946694,General
2376,2410,SingStar '90s,PS2,2007-01-01,Misc,Sony Computer Entertainment,0.1,0.59,0.0,0.18,0.87,0.0103952616946694,General
2377,2411,Monster Strike 3DS,3DS,2015-01-01,Action,"mixi, Inc",0.0,0.0,0.86,0.0,0.86,0.0102743865586848,Hardcore
2378,2412,Tomb Raider: Anniversary,Wii,2007-01-01,Action,Eidos Interactive,0.12,0.63,0.0,0.11,0.86,0.0102743865586848,Hardcore
2379,2413,Winning Eleven: Pro Evolution Soccer 2007,PSP,2006-01-01,Sports,Konami Digital Entertainment,0.01,0.72,0.12,0.01,0.86,0.0102743865586848,General
2380,2414,Darksiders II,PS3,2012-01-01,Action,THQ,0.35,0.37,0.01,0.14,0.86,0.0102743865586848,Hardcore
2381,2415,Ghostbusters: The Video Game,PS3,2009-01-01,Action,Sony Computer Entertainment,0.34,0.37,0.0,0.15,0.86,0.0102743865586848,Hardcore
2382,2416,The World Ends With You,DS,2007-01-01,Role-Playing,Square Enix,0.54,0.06,0.21,0.05,0.86,0.0102743865586848,General
2383,2418,Rocky,PS2,2002-01-01,Fighting,Rage Software,0.42,0.33,0.0,0.11,0.86,0.0102743865586848,General
2384,2419,Dragon Quest VIII: Journey of the Cursed King,3DS,2015-01-01,Role-Playing,Square Enix,0.0,0.0,0.86,0.0,0.86,0.0102743865586848,General
2385,2420,Ford Racing,PS,2001-01-01,Racing,Empire Interactive,0.48,0.33,0.0,0.06,0.86,0.0102743865586848,All Ages
2386,2421,Madden Football 64,N64,1997-01-01,Sports,Electronic Arts,0.81,0.04,0.0,0.01,0.86,0.0102743865586848,General
2387,2422,MLB 99,PS,1998-01-01,Sports,Sony Computer Entertainment,0.48,0.32,0.0,0.06,0.86,0.0102743865586848,General
2388,2423,Dragon Ball Z: Burst Limit,PS3,2008-01-01,Fighting,Atari,0.22,0.34,0.18,0.12,0.86,0.0102743865586848,General
2389,2425,The Legendary Starfy,DS,2008-01-01,Platform,Nintendo,0.61,0.0,0.2,0.05,0.86,0.0102743865586848,General
2390,2426,2010 FIFA World Cup South Africa,X360,2010-01-01,Sports,Electronic Arts,0.32,0.43,0.02,0.09,0.86,0.0102743865586848,General
2391,2427,Dynasty Warriors 4: Xtreme Legends,PS2,2003-01-01,Action,Tecmo Koei,0.17,0.13,0.51,0.04,0.86,0.0102743865586848,Hardcore
2392,2428,Ninja Gaiden Sigma 2,PS3,2009-01-01,Action,Ubisoft Annecy,0.52,0.16,0.08,0.1,0.86,0.0102743865586848,Hardcore
2393,2429,Forza Horizon 2,X360,2014-01-01,Racing,Microsoft Game Studios,0.35,0.43,0.0,0.07,0.85,0.0101535114227003,All Ages
2394,2430,Skate 2,PS3,2009-01-01,Sports,Electronic Arts,0.46,0.26,0.01,0.12,0.85,0.0101535114227003,General
2395,2431,FIFA Soccer 08,DS,2007-01-01,Sports,Electronic Arts,0.1,0.65,0.0,0.11,0.85,0.0101535114227003,General
2396,2432,Army Men: Air Attack,PS,1999-01-01,Action,3DO,0.47,0.32,0.0,0.06,0.85,0.0101535114227003,Hardcore
2397,2433,Need for Speed: Nitro,Wii,2009-01-01,Racing,Electronic Arts,0.46,0.31,0.0,0.08,0.85,0.0101535114227003,All Ages
2398,2434,Madden NFL 09 All-Play,Wii,2008-01-01,Sports,Electronic Arts,0.78,0.01,0.0,0.07,0.85,0.0101535114227003,General
2399,2435,NBA 2K8,X360,2007-01-01,Sports,Take-Two Interactive,0.79,0.0,0.0,0.07,0.85,0.0101535114227003,General
2400,2436,Far Cry: Primal,XOne,2016-01-01,Action,Ubisoft,0.46,0.32,0.0,0.07,0.85,0.0101535114227003,Hardcore
2401,2437,Street Fighter Alpha 2,PS,1996-01-01,Fighting,Virgin Interactive,0.14,0.09,0.57,0.06,0.85,0.0101535114227003,General
2402,2438,Tiger Woods PGA Tour 2005,XB,2004-01-01,Sports,Electronic Arts,0.64,0.18,0.0,0.03,0.85,0.0101535114227003,General
2403,2439,Army of Two: The 40th Day,PS3,2010-01-01,Shooter,Electronic Arts,0.44,0.27,0.01,0.12,0.85,0.0101535114227003,Hardcore
2404,2440,Blazing Angels: Squadrons of WWII,Wii,2007-01-01,Simulation,Ubisoft,0.74,0.04,0.0,0.06,0.85,0.0101535114227003,General
2405,2441,Castlevania III: Dracula's Curse,NES,1989-01-01,Platform,Konami Digital Entertainment,0.4,0.07,0.37,0.01,0.85,0.0101535114227003,General
2406,2442,Harry Potter and the Order of the Phoenix,DS,2007-01-01,Action,Electronic Arts,0.28,0.47,0.0,0.1,0.85,0.0101535114227003,Hardcore
2407,2443,Rampage World Tour,PS,1997-01-01,Action,GT Interactive,0.47,0.32,0.0,0.06,0.85,0.0101535114227003,Hardcore
2408,2444,Burnout Legends,PSP,2005-01-01,Racing,Electronic Arts,0.7,0.06,0.0,0.09,0.85,0.0101535114227003,All Ages
2409,2445,WWE 2K15,PS3,2014-01-01,Sports,Take-Two Interactive,0.36,0.35,0.0,0.14,0.85,0.0101535114227003,General
2410,2446,Overwatch,XOne,2016-01-01,Shooter,Activision,0.52,0.25,0.0,0.08,0.85,0.0101535114227003,Hardcore
2411,2447,Ratatouille,PS2,2007-01-01,Action,THQ,0.31,0.0,0.0,0.53,0.85,0.0101535114227003,Hardcore
2412,2448,NFL GameDay,PS,1995-01-01,Sports,Sony Computer Entertainment,0.47,0.32,0.0,0.06,0.85,0.0101535114227003,General
2413,2449,Burnout 2: Point of Impact,PS2,2002-01-01,Racing,Acclaim Entertainment,0.42,0.32,0.0,0.11,0.85,0.0101535114227003,All Ages
2414,2450,Kirby: Planet Robobot,3DS,2016-01-01,Action,Nintendo,0.26,0.1,0.44,0.04,0.85,0.0101535114227003,Hardcore
2415,2451,Street Fighter EX3,PS2,2000-01-01,Fighting,Virgin Interactive,0.32,0.25,0.2,0.08,0.85,0.0101535114227003,General
2416,2452,Karaoke Revolution Glee,Wii,2010-01-01,Misc,Konami Digital Entertainment,0.52,0.25,0.0,0.07,0.85,0.0101535114227003,General
2417,2453,Sniper Elite V2,X360,2012-01-01,Shooter,505 Games,0.46,0.29,0.02,0.07,0.85,0.0101535114227003,Hardcore
2418,2454,Thief (2014),PS4,2014-01-01,Action,Square Enix,0.28,0.37,0.03,0.16,0.84,0.0100326362867158,Hardcore
2419,2455,Spider-Man 2,GC,2004-01-01,Action,Activision,0.65,0.17,0.0,0.02,0.84,0.0100326362867158,Hardcore
2420,2456,Golden Sun: Dark Dawn,DS,2010-01-01,Role-Playing,Nintendo,0.56,0.11,0.13,0.05,0.84,0.0100326362867158,General
2421,2457,Tiger Woods PGA Tour 11,PS3,2010-01-01,Sports,Electronic Arts,0.37,0.34,0.0,0.13,0.84,0.0100326362867158,General
2422,2458,Devil May Cry HD Collection,PS3,2012-01-01,Action,Capcom,0.42,0.21,0.11,0.1,0.84,0.0100326362867158,Hardcore
2423,2459,MLB 16: The Show,PS4,2016-01-01,Action,Sony Computer Entertainment,0.68,0.0,0.0,0.16,0.84,0.0100326362867158,Hardcore
2424,2460,NBA 2K10,PS3,2009-01-01,Sports,Take-Two Interactive,0.75,0.01,0.01,0.07,0.84,0.0100326362867158,General
2425,2461,Xenoblade Chronicles X,WiiU,2015-01-01,Role-Playing,Nintendo,0.36,0.28,0.14,0.06,0.84,0.0100326362867158,General
2426,2462,Petz Dogz Fashion,DS,2008-01-01,Simulation,Ubisoft,0.46,0.3,0.0,0.09,0.84,0.0100326362867158,General
2427,2463,The Incredibles,GC,2004-01-01,Action,THQ,0.65,0.17,0.0,0.02,0.84,0.0100326362867158,Hardcore
2428,2464,NCAA Football 11,PS3,2010-01-01,Sports,Electronic Arts,0.79,0.0,0.0,0.06,0.84,0.0100326362867158,General
2429,2465,Dragon Age II,PS3,2011-01-01,Action,Electronic Arts,0.4,0.27,0.05,0.12,0.84,0.0100326362867158,Hardcore
2430,2466,ATV Quad Power Racing 2,PS2,2003-01-01,Racing,Acclaim Entertainment,0.41,0.32,0.0,0.11,0.84,0.0100326362867158,All Ages
2431,2467,Harvest Moon: Tree of Tranquility,Wii,2007-01-01,Simulation,Rising Star Games,0.69,0.03,0.06,0.06,0.84,0.0100326362867158,General
2432,2468,Final Fantasy,NES,1987-01-01,Role-Playing,SquareSoft,0.32,0.0,0.52,0.0,0.84,0.0100326362867158,General
2433,2469,Street Fighter X Tekken,PS3,2012-01-01,Fighting,Capcom,0.42,0.22,0.1,0.1,0.84,0.0100326362867158,General
2434,2470,Rocket Power: Team Rocket Rescue,PS,2001-01-01,Sports,THQ,0.47,0.32,0.0,0.05,0.84,0.0100326362867158,General
2435,2471,Duke Nukem Forever,X360,2011-01-01,Shooter,Take-Two Interactive,0.52,0.25,0.0,0.07,0.84,0.0100326362867158,Hardcore
2436,2472,Big Mutha Truckers,PS2,2002-01-01,Racing,Empire Interactive,0.41,0.32,0.0,0.11,0.84,0.0100326362867158,All Ages
2437,2473,Borderlands: The Handsome Collection,PS4,2015-01-01,Shooter,Take-Two Interactive,0.36,0.32,0.03,0.14,0.84,0.0100326362867158,Hardcore
2438,2474,Rogue Galaxy,PS2,2005-01-01,Role-Playing,Sony Computer Entertainment,0.24,0.16,0.39,0.05,0.84,0.0100326362867158,General
2439,2475,ESPN College Hoops 2K5,PS2,2004-01-01,Sports,Sega,0.41,0.32,0.0,0.11,0.84,0.0100326362867158,General
2440,2476,Metroid: Zero Mission,GBA,2004-01-01,Adventure,Nintendo,0.6,0.22,0.0,0.01,0.84,0.0100326362867158,Casual
2441,2477,FIFA 15,PSV,2014-01-01,Sports,Electronic Arts,0.13,0.48,0.04,0.19,0.84,0.0100326362867158,General
2442,2478,Time Crisis 4,PS3,2007-01-01,Shooter,Namco Bandai Games,0.32,0.33,0.05,0.14,0.84,0.0100326362867158,Hardcore
2443,2479,Ben 10: Protector of Earth,PS2,2007-01-01,Action,D3Publisher,0.09,0.0,0.0,0.74,0.84,0.0100326362867158,Hardcore
2444,2480,Need for Speed Rivals,X360,2013-01-01,Racing,Electronic Arts,0.37,0.38,0.01,0.08,0.84,0.0100326362867158,All Ages
2445,2481,Q*bert,PS,1999-01-01,Puzzle,Atari,0.46,0.32,0.0,0.05,0.84,0.0100326362867158,Casual
2446,2482,WWE SmackDown vs. Raw 2009,Wii,2008-01-01,Fighting,THQ,0.44,0.31,0.0,0.08,0.83,0.0099117611507312,General
2447,2483,Ace Combat 3: Electrosphere,PS,1999-01-01,Simulation,Sony Computer Entertainment,0.22,0.15,0.4,0.05,0.83,0.0099117611507312,General
2448,2484,Dynasty Warriors 2,PS2,2000-01-01,Action,THQ,0.24,0.19,0.34,0.06,0.83,0.0099117611507312,Hardcore
2449,2485,Battle of Giants: Dinosaurs,DS,2008-01-01,Strategy,Ubisoft,0.38,0.37,0.0,0.09,0.83,0.0099117611507312,General
2450,2487,Lizzie McGuire 2: Lizzie Diaries,GBA,2004-01-01,Action,Disney Interactive Studios,0.6,0.22,0.0,0.01,0.83,0.0099117611507312,Hardcore
2451,2488,Borderlands 2,PSV,2014-01-01,Shooter,Take-Two Interactive,0.43,0.21,0.01,0.19,0.83,0.0099117611507312,Hardcore
2452,2489,FIFA Soccer World Championship,PS2,2000-01-01,Sports,Electronic Arts,0.27,0.21,0.28,0.07,0.83,0.0099117611507312,General
2453,2490,Brute Force,XB,2003-01-01,Shooter,Microsoft Game Studios,0.62,0.18,0.01,0.03,0.83,0.0099117611507312,Hardcore
2454,2491,Dance Central 3,X360,2012-01-01,Misc,Microsoft Game Studios,0.57,0.2,0.0,0.06,0.83,0.0099117611507312,General
2455,2492,Yu-Gi-Oh! Dark Duel Stories,GB,2000-01-01,Misc,Konami Digital Entertainment,0.0,0.0,0.83,0.0,0.83,0.0099117611507312,General
2456,2493,The Game of Life,PS,1998-01-01,Misc,Unknown,0.46,0.31,0.0,0.05,0.83,0.0099117611507312,General
2457,2494,Mega Man Legends,PS,1997-01-01,Adventure,Capcom,0.39,0.26,0.12,0.05,0.83,0.0099117611507312,Casual
2458,2495,NCAA Football 12,PS3,2011-01-01,Sports,Electronic Arts,0.78,0.0,0.0,0.05,0.83,0.0099117611507312,General
2459,2496,Sly 3: Honor Among Thieves,PS2,2005-01-01,Platform,Sony Computer Entertainment,0.69,0.03,0.0,0.11,0.83,0.0099117611507312,General
2460,2497,The Price is Right,Wii,2008-01-01,Misc,Ubisoft,0.77,0.0,0.0,0.06,0.83,0.0099117611507312,General
2461,2498,Sid Meier's Civilization Revolution,X360,2008-01-01,Strategy,Take-Two Interactive,0.58,0.17,0.0,0.07,0.83,0.0099117611507312,General
2462,2500,I Spy: Fun House,DS,2007-01-01,Puzzle,Scholastic Inc.,0.77,0.0,0.0,0.06,0.83,0.0099117611507312,Casual
2463,2501,The Amazing Spider-Man (Console Version),PS3,2012-01-01,Action,Activision,0.31,0.37,0.0,0.14,0.83,0.0099117611507312,Hardcore
2464,2502,Dragon Ball: Raging Blast 2,PS3,2010-01-01,Fighting,Namco Bandai Games,0.42,0.2,0.11,0.09,0.83,0.0099117611507312,General
2465,2503,MediEvil,PS,1998-01-01,Platform,Sony Computer Entertainment,0.46,0.31,0.0,0.05,0.83,0.0099117611507312,General
2466,2504,Casper,PS,1996-01-01,Adventure,Interplay,0.46,0.31,0.0,0.05,0.83,0.0099117611507312,Casual
2467,2505,Deca Sports 2,Wii,2009-01-01,Sports,Hudson Soft,0.33,0.34,0.09,0.07,0.82,0.0097908860147467,General
2468,2506,James Bond 007: Nightfire,XB,2002-01-01,Shooter,Electronic Arts,0.58,0.22,0.0,0.03,0.82,0.0097908860147467,Hardcore
2469,2507,Madden NFL 17,XOne,2016-01-01,Sports,Electronic Arts,0.72,0.02,0.0,0.09,0.82,0.0097908860147467,General
2470,2508,Tony Hawk's Underground 2 Remix,PSP,2005-01-01,Sports,Activision,0.46,0.21,0.0,0.15,0.82,0.0097908860147467,General
2471,2509,Tony Hawk's Pro Skater 3,GC,2001-01-01,Sports,Activision,0.64,0.17,0.0,0.02,0.82,0.0097908860147467,General
2472,2510,Marvel: Ultimate Alliance,PS2,2006-01-01,Role-Playing,Activision,0.69,0.03,0.0,0.11,0.82,0.0097908860147467,General
2473,2511,Star Wars The Clone Wars: Republic Heroes,Wii,2009-01-01,Action,LucasArts,0.44,0.3,0.0,0.08,0.82,0.0097908860147467,Hardcore
2474,2512,DJ Hero 2,X360,2010-01-01,Misc,Activision,0.64,0.12,0.0,0.06,0.82,0.0097908860147467,General
2475,2513,Street Fighter V,PS4,2016-01-01,Fighting,Capcom,0.35,0.26,0.08,0.13,0.82,0.0097908860147467,General
